date,store_id,sku,product_category,total_sales_units,on_hand_inventory_units,replenishment_units,inventory_pipeline,units_in_transit,units_in_dc,units_on_order,units_under_promotion,shelf_capacity
2019-11-29,1393,64,Category 01,6,91,0,136,0,0,48,0,144
2019-12-01,1393,64,Category 01,6,82,0,127,0,0,48,0,144
2019-12-02,1393,64,Category 01,7,77,0,122,0,0,48,0,144
2019-12-03,1393,64,Category 01,5,72,0,144,0,48,24,0,144
2019-12-06,1393,64,Category 01,0,116,0,113,0,0,0,0,144
2019-12-14,1393,64,Category 01,5,92,0,137,0,0,48,0,144
2019-12-17,1393,64,Category 01,7,81,36,138,36,0,24,0,144
2019-12-18,1393,64,Category 01,9,107,0,167,0,36,24,0,144
2019-12-22,1393,64,Category 01,0,97,0,154,0,24,36,0,144
2019-12-23,1393,64,Category 01,4,97,24,142,24,0,24,0,144
2019-12-24,1393,64,Category 01,4,92,0,140,24,0,24,0,144
2019-12-25,1393,64,Category 01,0,95,0,128,24,0,12,0,144
2019-12-28,1393,64,Category 01,4,113,0,146,0,0,36,0,144
2019-12-30,1393,64,Category 01,6,108,12,129,0,12,12,0,144
2020-01-02,1393,64,Category 01,4,111,0,123,0,0,12,0,144
2020-01-04,1393,64,Category 01,6,107,12,128,12,0,12,0,144
2020-01-07,1393,64,Category 01,9,100,0,148,0,0,48,0,144
2020-01-08,1393,64,Category 01,4,102,0,147,0,12,36,0,144
2020-01-10,1393,64,Category 01,6,110,0,131,0,0,24,0,144
2020-01-13,1393,64,Category 01,5,3,24,0,0,0,0,0,144
2020-01-14,1393,64,Category 01,10,118,0,118,0,0,0,0,144
2020-01-15,1393,64,Category 01,6,117,0,114,0,0,0,0,144
2020-01-17,1393,64,Category 01,8,109,0,106,0,0,0,0,144
2020-01-19,1393,64,Category 01,11,94,0,91,0,0,0,0,144
2020-01-21,1393,64,Category 01,8,90,0,123,0,0,36,0,144
2020-01-23,1393,64,Category 01,6,85,0,118,0,0,36,0,144
2020-01-24,1393,64,Category 01,11,78,0,99,0,0,24,0,144
2020-01-26,1393,64,Category 01,8,69,0,138,0,60,12,0,144
2020-01-27,1393,64,Category 01,4,68,60,125,60,0,0,0,144
2020-01-28,1393,64,Category 01,9,96,0,120,24,0,0,0,144
2020-01-29,1393,64,Category 01,9,116,0,113,0,0,0,0,144
2020-02-01,1393,64,Category 01,7,99,0,108,0,0,12,0,144
2020-02-02,1393,64,Category 01,9,93,0,102,0,0,12,0,144
2020-02-03,1393,64,Category 01,8,90,0,123,0,0,36,0,144
2020-02-05,1393,64,Category 01,6,79,0,124,0,12,36,0,144
2020-02-09,1393,64,Category 01,7,73,12,130,12,24,24,0,144
2020-02-11,1393,64,Category 01,6,73,24,121,24,0,24,0,144
2020-02-15,1393,64,Category 01,5,82,24,106,24,0,0,0,144
2020-02-17,1393,64,Category 01,7,95,0,95,0,0,0,0,144
2020-02-18,1393,64,Category 01,9,92,0,89,0,0,0,0,144
2020-02-19,1393,64,Category 01,6,89,0,86,0,0,0,0,144
2020-02-23,1393,64,Category 01,18,58,0,67,0,12,0,0,144
2020-02-26,1393,64,Category 01,4,48,0,69,12,12,0,0,144
2020-02-27,1393,64,Category 01,12,40,12,73,24,12,0,0,144
2020-02-29,1393,64,Category 01,5,41,0,77,12,24,0,0,144
2020-03-03,1393,64,Category 01,7,68,0,65,0,0,0,0,144
2020-03-04,1393,64,Category 01,10,62,0,71,0,12,0,0,144
2020-03-06,1393,64,Category 01,4,69,12,78,0,12,0,0,144
2020-03-07,1393,64,Category 01,7,73,12,73,0,0,0,0,144
2020-03-10,1393,64,Category 01,6,61,0,73,0,12,0,0,144
2020-03-17,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-03-18,1393,64,Category 01,0,0,0,60,0,60,0,0,144
2020-03-20,1393,64,Category 01,0,3,0,72,0,72,0,0,144
2020-03-22,1393,64,Category 01,75,0,12,48,0,48,0,0,144
2020-03-29,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-03-30,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-03-31,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-04-01,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-04-02,1393,64,Category 01,0,0,0,12,0,12,0,0,144
2020-04-03,1393,64,Category 01,0,0,0,36,0,36,0,0,144
2020-04-14,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-04-16,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-04-17,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-04-18,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-04-20,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-04-21,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-04-23,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-04-30,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-05-02,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-05-04,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-05-07,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-05-09,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-05-10,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-05-14,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-05-16,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-05-21,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-05-22,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-05-25,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-05-26,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-05-27,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-05-28,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-05-29,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-05-30,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-05-31,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-06-01,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-06-02,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-06-04,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-06-05,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-06-07,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-06-10,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-06-12,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-06-15,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-06-16,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-06-17,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-06-22,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-06-25,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-06-26,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-06-27,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-07-01,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-07-02,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-07-04,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-07-09,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-07-19,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-07-22,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-07-23,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-07-24,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-07-31,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-08-02,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-08-06,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-08-07,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-08-08,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-08-09,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-08-11,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-08-13,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-08-18,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-08-21,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-08-22,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-08-25,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-08-26,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-08-28,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-08-29,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-08-31,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-09-03,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-09-04,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-09-05,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-09-07,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-09-12,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-09-13,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-09-14,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-09-16,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-09-17,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-09-20,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-09-21,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-09-22,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-09-24,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-09-25,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-09-26,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-09-27,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-09-30,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-10-02,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-10-04,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-10-10,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-10-12,1393,64,Category 01,0,0,0,120,0,0,120,0,144
2020-10-13,1393,64,Category 01,0,0,0,120,0,0,120,0,144
2020-10-14,1393,64,Category 01,0,0,0,120,0,0,120,0,144
2020-10-15,1393,64,Category 01,0,0,0,120,0,0,120,0,144
2020-10-17,1393,64,Category 01,0,0,0,120,0,0,120,0,144
2020-10-23,1393,64,Category 01,0,120,72,156,0,0,36,0,144
2020-10-24,1393,64,Category 01,0,0,0,0,0,0,0,0,144
2020-10-26,1393,64,Category 01,0,119,0,143,0,0,24,0,144
2020-10-28,1393,64,Category 01,0,116,0,140,0,0,24,0,144
2020-10-29,1393,64,Category 01,0,116,0,140,0,0,24,0,144
2020-10-30,1393,64,Category 01,0,116,0,140,0,0,24,0,144
2020-10-31,1393,64,Category 01,0,119,0,140,0,0,24,0,144
2020-11-04,1393,64,Category 01,4,129,0,126,0,0,0,0,144
2020-11-13,1393,64,Category 01,9,112,0,109,0,0,0,0,144
2020-11-17,1393,64,Category 01,32,78,0,75,0,0,0,0,144
2020-11-18,1393,64,Category 01,7,74,0,71,0,0,0,0,144
2020-11-20,1393,64,Category 01,4,73,0,82,0,0,12,0,144
2020-11-21,1393,64,Category 01,11,65,0,74,0,0,12,0,144
2020-11-23,1393,64,Category 01,4,62,0,59,0,0,0,0,144
2020-11-25,1393,64,Category 01,5,61,0,58,0,0,0,0,144
2020-11-28,1393,64,Category 01,9,51,0,132,0,12,72,0,144
2020-11-29,1393,64,Category 01,9,42,0,102,0,12,48,0,144
2020-12-01,1393,64,Category 01,0,57,0,90,0,0,36,0,144
2020-12-05,1393,64,Category 01,5,50,0,131,0,0,84,0,144
2020-12-06,1393,64,Category 01,4,3,0,0,0,0,0,0,144
2020-12-07,1393,64,Category 01,4,45,0,141,0,72,24,0,144
2020-12-11,1393,64,Category 01,0,112,0,124,0,0,12,0,144
2020-12-14,1393,64,Category 01,0,114,24,135,0,24,0,0,144
2020-12-21,1393,64,Category 01,4,124,0,124,0,0,0,0,144
2020-12-23,1393,64,Category 01,4,124,0,124,0,0,0,0,144
2020-12-26,1393,64,Category 01,0,126,0,123,0,0,0,0,144
2020-12-27,1393,64,Category 01,5,121,0,121,0,0,0,0,144
2020-12-28,1393,64,Category 01,0,124,0,121,0,0,0,0,144
2020-12-31,1393,64,Category 01,4,122,0,119,0,0,0,0,144
2021-01-01,1393,64,Category 01,4,118,0,118,0,0,0,0,144
2021-01-02,1393,64,Category 01,0,121,0,118,0,0,0,0,144
2021-01-04,1393,64,Category 01,19,0,0,0,0,0,0,0,144
2021-01-05,1393,64,Category 01,0,104,0,101,0,0,0,0,144
2021-01-07,1393,64,Category 01,5,99,0,96,0,0,0,0,144
2021-01-11,1393,64,Category 01,6,82,0,79,0,0,0,0,144
2021-01-16,1393,64,Category 01,10,69,0,69,0,0,0,0,144
2021-01-24,1393,64,Category 01,0,61,0,82,0,0,24,0,144
2021-01-25,1393,64,Category 01,10,51,0,75,0,0,24,0,144
2021-01-26,1393,64,Category 01,0,54,0,75,0,0,24,0,144
2021-01-30,1393,64,Category 01,4,42,24,78,24,0,12,0,144
2021-01-31,1393,64,Category 01,0,66,0,78,0,0,12,0,144
2021-02-01,1393,64,Category 01,0,69,0,90,0,0,24,0,144
2021-02-02,1393,64,Category 01,5,67,0,88,0,0,24,0,144
2021-02-04,1393,64,Category 01,6,51,0,87,0,0,36,0,144
2021-02-08,1393,64,Category 01,0,72,0,93,0,0,24,0,144
2021-02-09,1393,64,Category 01,4,68,0,104,0,0,36,0,144
2021-02-10,1393,64,Category 01,0,71,0,92,0,0,24,0,144
2021-02-11,1393,64,Category 01,5,69,0,90,0,0,24,0,144
2021-02-12,1393,64,Category 01,12,60,0,93,0,0,36,0,144
2021-02-13,1393,64,Category 01,4,56,0,92,0,0,36,0,72
2021-02-14,1393,64,Category 01,0,95,36,92,0,0,0,0,72
2021-02-15,1393,64,Category 01,5,90,0,126,0,36,0,0,72
2021-02-16,1393,64,Category 01,4,92,0,89,0,0,0,0,72
2021-02-17,1393,64,Category 01,6,89,0,110,0,0,24,0,72
2021-02-18,1393,64,Category 01,7,86,0,83,0,0,0,0,72
2021-02-19,1393,64,Category 01,7,86,0,83,0,0,0,0,72
2021-02-20,1393,64,Category 01,5,79,0,88,0,0,12,0,72
2021-02-21,1393,64,Category 01,4,78,0,99,0,0,24,0,72
2021-02-22,1393,64,Category 01,4,151,0,148,0,0,0,0,72
2021-02-23,1393,64,Category 01,4,149,0,146,0,0,0,0,72
2021-02-24,1393,64,Category 01,4,73,0,97,0,0,24,0,72
2021-02-25,1393,64,Category 01,0,75,0,84,0,0,12,0,72
2021-02-26,1393,64,Category 01,5,75,0,96,0,0,24,0,72
2021-02-27,1393,64,Category 01,5,71,0,68,0,0,0,0,72
2021-02-28,1393,64,Category 01,5,71,0,68,0,0,0,0,72
2021-03-01,1393,64,Category 01,4,69,0,66,0,0,0,0,72
2021-03-02,1393,64,Category 01,8,63,0,60,0,0,0,0,72
2021-03-03,1393,64,Category 01,7,56,0,56,0,0,0,0,72
2021-03-04,1393,64,Category 01,0,59,0,56,0,0,0,0,72
2021-03-05,1393,64,Category 01,4,55,0,55,0,0,0,0,72
2021-03-06,1393,64,Category 01,0,58,0,67,0,0,12,0,72
2021-03-07,1393,64,Category 01,12,58,0,67,0,0,12,0,72
2021-03-08,1393,64,Category 01,9,43,0,64,0,0,24,0,72
2021-03-09,1393,64,Category 01,14,43,0,64,0,0,24,0,72
2021-03-10,1393,64,Category 01,5,27,0,63,0,0,36,0,72
2021-03-11,1393,64,Category 01,0,27,0,87,0,0,60,0,72
2021-03-12,1393,64,Category 01,0,27,0,87,0,0,60,0,72
2021-03-13,1393,64,Category 01,0,30,0,87,0,24,36,0,72
2021-03-14,1393,64,Category 01,7,50,24,107,0,0,60,0,72
2021-03-15,1393,64,Category 01,6,44,0,248,0,0,204,0,72
2021-03-16,1393,64,Category 01,10,47,0,248,0,0,204,0,72
2021-03-17,1393,64,Category 01,5,40,0,229,0,0,192,0,72
2021-03-18,1393,64,Category 01,21,20,0,245,0,24,204,0,72
2021-03-19,1393,64,Category 01,4,20,0,245,0,24,204,0,72
2021-03-20,1393,64,Category 01,4,19,0,220,0,24,180,0,72
2021-03-21,1393,64,Category 01,6,15,24,219,0,24,180,0,72
2021-03-22,1393,64,Category 01,0,36,0,216,0,0,180,0,72
2021-03-23,1393,64,Category 01,5,39,0,252,0,0,216,0,72
2021-03-24,1393,64,Category 01,5,35,0,188,0,0,156,0,72
2021-03-25,1393,64,Category 01,5,33,0,114,0,0,84,0,72
2021-03-26,1393,64,Category 01,7,33,0,114,0,0,84,0,72
2021-03-27,1393,64,Category 01,9,23,0,80,0,0,60,0,72
2021-03-28,1393,64,Category 01,18,20,0,80,0,0,60,0,72
2021-03-29,1393,64,Category 01,0,5,0,77,0,0,72,0,72
2021-03-30,1393,64,Category 01,0,5,0,17,0,0,12,0,72
2021-03-31,1393,64,Category 01,0,5,0,29,0,0,24,0,72
2021-04-01,1393,64,Category 01,0,5,0,77,0,0,72,0,72
2021-04-02,1393,64,Category 01,0,5,0,77,0,0,72,0,72
2021-04-03,1393,64,Category 01,0,5,0,77,0,0,72,0,72
2021-04-04,1393,64,Category 01,0,5,0,77,0,0,72,0,72
2021-04-05,1393,64,Category 01,0,8,0,77,0,0,72,0,72
2021-04-06,1393,64,Category 01,5,3,0,75,0,0,72,0,72
2021-04-07,1393,64,Category 01,0,3,0,75,0,0,72,0,72
2021-04-08,1393,64,Category 01,0,3,0,75,0,0,72,0,72
2021-04-09,1393,64,Category 01,0,3,0,75,0,0,72,0,72
2021-04-10,1393,64,Category 01,0,3,0,75,0,72,0,0,72
2021-04-11,1393,64,Category 01,0,6,48,75,0,72,0,0,72
2021-04-12,1393,64,Category 01,10,51,24,75,0,24,0,0,72
2021-04-13,1393,64,Category 01,14,44,0,68,0,24,0,0,72
2021-04-14,1393,64,Category 01,21,60,0,57,0,0,0,0,72
2021-04-15,1393,64,Category 01,6,42,0,39,0,0,0,0,72
2021-04-16,1393,64,Category 01,6,39,0,36,0,0,0,0,72
2021-04-17,1393,64,Category 01,7,32,0,29,0,0,0,0,72
2021-04-18,1393,64,Category 01,14,32,0,29,0,0,0,0,72
2021-04-19,1393,64,Category 01,7,21,0,42,0,24,0,0,72
2021-04-20,1393,64,Category 01,7,13,24,34,24,0,0,0,72
2021-04-21,1393,64,Category 01,10,10,0,34,24,0,0,0,72
2021-04-22,1393,64,Category 01,4,29,0,26,0,0,0,0,72
2021-04-23,1393,64,Category 01,4,25,0,25,0,0,0,0,0
2021-04-24,1393,64,Category 01,0,28,0,25,0,0,0,0,72
2021-04-25,1393,64,Category 01,6,25,0,22,0,0,0,0,72
2021-04-26,1393,64,Category 01,4,24,0,21,0,0,0,0,72
2021-04-27,1393,64,Category 01,4,23,0,44,0,24,0,0,72
2021-04-28,1393,64,Category 01,5,21,0,42,0,24,0,0,72
2021-04-29,1393,64,Category 01,5,43,24,112,0,72,0,0,72
2019-01-01,1425,64,Category 01,5,16,0,16,0,0,0,0,20
2019-01-03,1425,64,Category 01,0,16,12,28,12,0,0,0,20
2019-01-08,1425,64,Category 01,0,26,0,26,0,0,0,0,20
2019-01-10,1425,64,Category 01,0,28,0,26,0,0,0,0,20
2019-01-11,1425,64,Category 01,4,26,0,24,0,0,0,0,20
2019-01-14,1425,64,Category 01,3,22,0,20,0,0,0,0,20
2019-01-15,1425,64,Category 01,9,13,0,13,0,0,0,0,20
2019-01-16,1425,64,Category 01,0,15,0,25,0,0,12,0,20
2019-01-18,1425,64,Category 01,3,12,12,24,12,0,0,0,20
2019-01-20,1425,64,Category 01,0,23,0,23,0,0,0,0,20
2019-01-21,1425,64,Category 01,3,22,0,22,0,0,0,0,20
2019-01-22,1425,64,Category 01,0,24,0,22,0,0,0,0,20
2019-01-25,1425,64,Category 01,4,20,0,32,0,0,12,0,20
2019-01-26,1425,64,Category 01,0,22,0,32,0,0,12,0,20
2019-01-27,1425,64,Category 01,4,20,0,30,0,0,12,0,20
2019-01-29,1425,64,Category 01,6,16,0,26,0,0,12,0,20
2019-02-01,1425,64,Category 01,4,10,0,20,0,0,12,0,20
2019-02-02,1425,64,Category 01,3,7,0,31,0,12,12,0,20
2019-02-05,1425,64,Category 01,0,19,0,19,0,0,0,0,20
2019-02-07,1425,64,Category 01,0,17,0,29,0,0,12,0,20
2019-02-08,1425,64,Category 01,0,19,0,29,0,12,0,0,20
2019-02-09,1425,64,Category 01,3,18,12,28,12,0,0,0,20
2019-02-16,1425,64,Category 01,5,18,0,18,0,0,0,0,20
2019-02-17,1425,64,Category 01,4,16,0,16,0,0,0,0,20
2019-02-18,1425,64,Category 01,0,18,0,16,0,0,0,0,20
2019-02-19,1425,64,Category 01,7,11,0,23,0,12,0,0,20
2019-02-20,1425,64,Category 01,0,11,12,35,12,12,0,0,20
2019-02-21,1425,64,Category 01,0,23,12,35,12,0,0,0,20
2019-02-22,1425,64,Category 01,0,23,0,35,12,0,0,0,20
2019-02-23,1425,64,Category 01,3,36,0,34,0,0,0,0,20
2019-02-24,1425,64,Category 01,4,32,0,32,0,0,0,0,20
2019-02-28,1425,64,Category 01,0,30,0,30,0,0,0,0,20
2019-03-01,1425,64,Category 01,0,32,0,30,0,0,0,0,20
2019-03-02,1425,64,Category 01,4,30,0,28,0,0,0,0,24
2019-03-06,1425,64,Category 01,4,25,0,25,0,0,0,0,24
2019-03-07,1425,64,Category 01,0,27,0,25,0,0,0,0,24
2019-03-08,1425,64,Category 01,12,15,0,27,0,12,0,0,24
2019-03-11,1425,64,Category 01,0,16,0,26,12,0,0,0,24
2019-03-20,1425,64,Category 01,3,12,12,22,12,0,0,0,24
2019-03-21,1425,64,Category 01,5,7,0,19,12,0,0,0,24
2019-03-22,1425,64,Category 01,3,20,0,18,0,0,0,0,24
2019-03-24,1425,64,Category 01,4,14,0,24,0,12,0,0,24
2019-03-25,1425,64,Category 01,4,10,12,22,12,0,0,0,24
2019-03-26,1425,64,Category 01,0,10,0,22,12,0,0,0,24
2019-03-27,1425,64,Category 01,0,22,0,22,0,0,0,0,24
2019-03-28,1425,64,Category 01,0,24,0,22,0,0,0,0,24
2019-03-31,1425,64,Category 01,7,8,0,20,0,12,0,0,24
2019-04-04,1425,64,Category 01,0,21,0,19,0,0,0,0,24
2019-04-07,1425,64,Category 01,3,14,0,14,0,0,0,0,24
2019-04-09,1425,64,Category 01,0,12,12,24,12,0,0,0,24
2019-04-12,1425,64,Category 01,0,24,0,24,0,0,0,0,24
2019-04-14,1425,64,Category 01,0,24,0,22,0,0,0,0,24
2019-04-16,1425,64,Category 01,3,12,0,24,0,12,0,0,24
2019-04-19,1425,64,Category 01,0,2,0,0,0,0,0,0,24
2019-04-21,1425,64,Category 01,5,14,0,24,0,12,0,0,24
2019-04-22,1425,64,Category 01,3,11,12,23,12,0,0,0,24
2019-04-23,1425,64,Category 01,0,23,0,23,0,0,0,0,24
2019-04-24,1425,64,Category 01,3,25,0,23,0,0,0,0,24
2019-04-26,1425,64,Category 01,9,15,0,15,0,0,0,0,24
2019-04-27,1425,64,Category 01,0,15,0,27,0,12,0,0,24
2019-04-28,1425,64,Category 01,0,17,12,27,12,0,0,0,24
2019-05-02,1425,64,Category 01,6,20,0,20,0,0,0,0,24
2019-05-04,1425,64,Category 01,0,18,0,18,0,0,0,0,24
2019-05-05,1425,64,Category 01,0,18,0,18,0,0,0,0,24
2019-05-07,1425,64,Category 01,0,17,0,17,0,0,0,0,24
2019-05-08,1425,64,Category 01,0,17,0,17,0,0,0,0,24
2019-05-09,1425,64,Category 01,0,19,0,17,0,0,0,0,24
2019-05-11,1425,64,Category 01,8,13,12,23,12,0,0,0,24
2019-05-13,1425,64,Category 01,3,22,0,22,0,0,0,0,24
2019-05-15,1425,64,Category 01,3,18,0,18,0,0,0,0,24
2019-05-16,1425,64,Category 01,0,20,0,18,0,0,0,0,24
2019-05-18,1425,64,Category 01,4,18,0,16,0,0,0,0,24
2019-05-21,1425,64,Category 01,9,20,0,20,0,0,0,0,24
2019-05-25,1425,64,Category 01,0,16,0,28,0,12,0,0,24
2019-06-01,1425,64,Category 01,0,17,0,29,0,12,0,0,24
2019-06-02,1425,64,Category 01,0,17,12,29,12,0,0,0,24
2019-06-03,1425,64,Category 01,0,29,0,29,0,0,0,0,24
2019-06-06,1425,64,Category 01,4,27,0,25,0,0,0,0,24
2019-06-08,1425,64,Category 01,4,19,0,29,0,12,0,0,24
2019-06-10,1425,64,Category 01,5,27,0,25,0,0,0,0,24
2019-06-13,1425,64,Category 01,5,22,0,22,0,0,0,0,24
2019-06-16,1425,64,Category 01,0,36,0,34,0,0,0,0,24
2019-06-19,1425,64,Category 01,4,30,0,28,0,0,0,0,24
2019-06-20,1425,64,Category 01,3,29,0,27,0,0,0,0,24
2019-06-21,1425,64,Category 01,3,28,0,26,0,0,0,0,24
2019-06-23,1425,64,Category 01,5,38,12,60,24,0,0,0,24
2019-06-25,1425,64,Category 01,4,50,0,74,0,24,0,0,24
2019-06-26,1425,64,Category 01,3,52,0,74,0,24,0,0,24
2019-06-30,1425,64,Category 01,4,29,0,27,0,0,0,0,24
2019-07-01,1425,64,Category 01,6,28,0,38,0,12,0,0,24
2019-07-03,1425,64,Category 01,11,19,12,29,12,0,0,0,24
2019-07-04,1425,64,Category 01,5,22,0,34,0,12,0,0,24
2019-07-05,1425,64,Category 01,0,24,12,34,12,0,0,0,24
2019-07-06,1425,64,Category 01,5,19,0,31,12,0,0,0,24
2019-07-07,1425,64,Category 01,3,32,0,30,0,0,0,0,24
2019-07-11,1425,64,Category 01,10,20,0,30,0,12,0,0,24
2019-07-12,1425,64,Category 01,7,13,0,25,0,12,0,0,24
2019-07-16,1425,64,Category 01,0,29,0,27,0,0,0,0,24
2019-07-19,1425,64,Category 01,3,20,0,32,0,12,0,0,24
2019-07-21,1425,64,Category 01,0,64,0,64,0,0,0,0,24
2019-07-22,1425,64,Category 01,0,64,0,64,0,0,0,0,24
2019-07-24,1425,64,Category 01,0,66,0,184,0,120,0,0,24
2019-07-26,1425,64,Category 01,4,58,60,178,120,0,0,0,24
2019-07-28,1425,64,Category 01,0,86,0,86,0,0,0,0,24
2019-07-30,1425,64,Category 01,4,83,0,81,0,0,0,0,24
2019-07-31,1425,64,Category 01,5,80,0,78,0,0,0,0,24
2019-08-01,1425,64,Category 01,5,75,0,75,0,0,0,0,24
2019-08-07,1425,64,Category 01,0,65,0,65,0,0,0,0,24
2019-08-08,1425,64,Category 01,0,67,0,65,0,0,0,0,24
2019-08-09,1425,64,Category 01,4,65,0,63,0,0,0,0,24
2019-08-10,1425,64,Category 01,4,63,0,61,0,0,0,0,24
2019-08-11,1425,64,Category 01,5,60,0,58,0,0,0,0,24
2019-08-12,1425,64,Category 01,3,59,0,57,0,0,0,0,24
2019-08-13,1425,64,Category 01,3,56,0,56,0,0,0,0,24
2019-08-15,1425,64,Category 01,0,58,0,80,0,24,0,0,24
2019-08-17,1425,64,Category 01,4,55,24,77,24,0,0,0,24
2019-08-18,1425,64,Category 01,4,74,0,74,0,0,0,0,24
2019-08-19,1425,64,Category 01,6,72,0,70,0,0,0,0,24
2019-08-22,1425,64,Category 01,8,67,0,65,0,0,0,0,24
2019-08-23,1425,64,Category 01,4,64,0,62,0,0,0,0,24
2019-08-25,1425,64,Category 01,3,52,0,50,0,0,0,0,24
2019-08-29,1425,64,Category 01,7,42,0,40,0,0,0,0,24
2019-08-30,1425,64,Category 01,3,39,0,51,0,0,12,0,24
2019-09-03,1425,64,Category 01,0,47,0,47,0,0,0,0,24
2019-09-04,1425,64,Category 01,0,49,0,47,0,0,0,0,24
